"REF_DATE","GEO","DGUID","Age (2)","Highest certificate, diploma or degree (16)","Major field of study - Classification of Instructional Programs (CIP) 2021 (500)","Occupation - Unit group - National Occupational Classification (NOC) 2021 (821A)","Gender (3)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Canada","2021A000011124","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","4 Occupations in education, law and social, community and government services","Total - Gender","","0","units","0","","1.1.1.1.268.1","2532170","","","","0"
"2021","Canada","2021A000011124","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","4 Occupations in education, law and social, community and government services","Men+","","0","units","0","","1.1.1.1.268.2","816725","","","","0"
"2021","Canada","2021A000011124","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","4 Occupations in education, law and social, community and government services","Women+","","0","units","0","","1.1.1.1.268.3","1715450","","","","0"
"2021","Canada","2021A000011124","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","5 Occupations in art, culture, recreation and sport","Total - Gender","","0","units","0","","1.1.1.1.358.1","697260","","","","0"
"2021","Canada","2021A000011124","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","5 Occupations in art, culture, recreation and sport","Men+","","0","units","0","","1.1.1.1.358.2","319920","","","","0"
"2021","Canada","2021A000011124","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","5 Occupations in art, culture, recreation and sport","Women+","","0","units","0","","1.1.1.1.358.3","377340","","","","0"
"2021","Canada","2021A000011124","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","6 Sales and service occupations","Total - Gender","","0","units","0","","1.1.1.1.422.1","5226370","","","","0"
"2021","Canada","2021A000011124","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","6 Sales and service occupations","Men+","","0","units","0","","1.1.1.1.422.2","2316525","","","","0"
"2021","Canada","2021A000011124","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","6 Sales and service occupations","Women+","","0","units","0","","1.1.1.1.422.3","2909845","","","","0"
"2021","Canada","2021A000011124","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","7 Trades, transport and equipment operators and related occupations","Total - Gender","","0","units","0","","1.1.1.1.527.1","3526800","","","","0"
"2021","Canada","2021A000011124","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","7 Trades, transport and equipment operators and related occupations","Men+","","0","units","0","","1.1.1.1.527.2","3204945","","","","0"
"2021","Canada","2021A000011124","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","7 Trades, transport and equipment operators and related occupations","Women+","","0","units","0","","1.1.1.1.527.3","321855","","","","0"
"2021","Canada","2021A000011124","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","8 Natural resources, agriculture and related production occupations","Total - Gender","","0","units","0","","1.1.1.1.671.1","617425","","","","0"
"2021","Canada","2021A000011124","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","8 Natural resources, agriculture and related production occupations","Men+","","0","units","0","","1.1.1.1.671.2","472910","","","","0"
"2021","Canada","2021A000011124","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","8 Natural resources, agriculture and related production occupations","Women+","","0","units","0","","1.1.1.1.671.3","144515","","","","0"
"2021","Canada","2021A000011124","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","9 Occupations in manufacturing and utilities","Total - Gender","","0","units","0","","1.1.1.1.725.1","937355","","","","0"
"2021","Canada","2021A000011124","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","9 Occupations in manufacturing and utilities","Men+","","0","units","0","","1.1.1.1.725.2","664465","","","","0"
"2021","Canada","2021A000011124","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","9 Occupations in manufacturing and utilities","Women+","","0","units","0","","1.1.1.1.725.3","272895","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","All occupations","Total - Gender","","0","units","0","","2.1.1.1.3.1","267975","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","All occupations","Men+","","0","units","0","","2.1.1.1.3.2","136465","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","All occupations","Women+","","0","units","0","","2.1.1.1.3.3","131510","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","0 Legislative and senior management occupations","Total - Gender","","0","units","0","","2.1.1.1.4.1","2180","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","0 Legislative and senior management occupations","Men+","","0","units","0","","2.1.1.1.4.2","1270","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","0 Legislative and senior management occupations","Women+","","0","units","0","","2.1.1.1.4.3","915","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","1 Business, finance and administration occupations","Total - Gender","","0","units","0","","2.1.1.1.10.1","35440","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","1 Business, finance and administration occupations","Men+","","0","units","0","","2.1.1.1.10.2","9400","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","1 Business, finance and administration occupations","Women+","","0","units","0","","2.1.1.1.10.3","26045","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","2 Natural and applied sciences and related occupations","Total - Gender","","0","units","0","","2.1.1.1.105.1","16165","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","2 Natural and applied sciences and related occupations","Men+","","0","units","0","","2.1.1.1.105.2","12580","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","2 Natural and applied sciences and related occupations","Women+","","0","units","0","","2.1.1.1.105.3","3585","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","3 Health occupations","Total - Gender","","0","units","0","","2.1.1.1.202.1","23320","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","3 Health occupations","Men+","","0","units","0","","2.1.1.1.202.2","4080","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","3 Health occupations","Women+","","0","units","0","","2.1.1.1.202.3","19235","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","4 Occupations in education, law and social, community and government services","Total - Gender","","0","units","0","","2.1.1.1.268.1","37370","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","4 Occupations in education, law and social, community and government services","Men+","","0","units","0","","2.1.1.1.268.2","10460","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","4 Occupations in education, law and social, community and government services","Women+","","0","units","0","","2.1.1.1.268.3","26910","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","5 Occupations in art, culture, recreation and sport","Total - Gender","","0","units","0","","2.1.1.1.358.1","5945","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","5 Occupations in art, culture, recreation and sport","Men+","","0","units","0","","2.1.1.1.358.2","2620","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","5 Occupations in art, culture, recreation and sport","Women+","","0","units","0","","2.1.1.1.358.3","3320","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","6 Sales and service occupations","Total - Gender","","0","units","0","","2.1.1.1.422.1","68155","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","6 Sales and service occupations","Men+","","0","units","0","","2.1.1.1.422.2","27230","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","6 Sales and service occupations","Women+","","0","units","0","","2.1.1.1.422.3","40925","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","7 Trades, transport and equipment operators and related occupations","Total - Gender","","0","units","0","","2.1.1.1.527.1","54575","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","7 Trades, transport and equipment operators and related occupations","Men+","","0","units","0","","2.1.1.1.527.2","50230","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","7 Trades, transport and equipment operators and related occupations","Women+","","0","units","0","","2.1.1.1.527.3","4345","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","8 Natural resources, agriculture and related production occupations","Total - Gender","","0","units","0","","2.1.1.1.671.1","13660","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","8 Natural resources, agriculture and related production occupations","Men+","","0","units","0","","2.1.1.1.671.2","10905","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","8 Natural resources, agriculture and related production occupations","Women+","","0","units","0","","2.1.1.1.671.3","2750","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","9 Occupations in manufacturing and utilities","Total - Gender","","0","units","0","","2.1.1.1.725.1","11155","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","9 Occupations in manufacturing and utilities","Men+","","0","units","0","","2.1.1.1.725.2","7680","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","9 Occupations in manufacturing and utilities","Women+","","0","units","0","","2.1.1.1.725.3","3475","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","All occupations","Total - Gender","","0","units","0","","3.1.1.1.3.1","90300","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","All occupations","Men+","","0","units","0","","3.1.1.1.3.2","46115","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","All occupations","Women+","","0","units","0","","3.1.1.1.3.3","44180","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","0 Legislative and senior management occupations","Total - Gender","","0","units","0","","3.1.1.1.4.1","875","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","0 Legislative and senior management occupations","Men+","","0","units","0","","3.1.1.1.4.2","540","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","0 Legislative and senior management occupations","Women+","","0","units","0","","3.1.1.1.4.3","335","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","1 Business, finance and administration occupations","Total - Gender","","0","units","0","","3.1.1.1.10.1","13330","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","1 Business, finance and administration occupations","Men+","","0","units","0","","3.1.1.1.10.2","3800","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","1 Business, finance and administration occupations","Women+","","0","units","0","","3.1.1.1.10.3","9525","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","2 Natural and applied sciences and related occupations","Total - Gender","","0","units","0","","3.1.1.1.105.1","5255","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","2 Natural and applied sciences and related occupations","Men+","","0","units","0","","3.1.1.1.105.2","3855","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","2 Natural and applied sciences and related occupations","Women+","","0","units","0","","3.1.1.1.105.3","1405","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","3 Health occupations","Total - Gender","","0","units","0","","3.1.1.1.202.1","7265","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","3 Health occupations","Men+","","0","units","0","","3.1.1.1.202.2","1080","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","3 Health occupations","Women+","","0","units","0","","3.1.1.1.202.3","6185","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","4 Occupations in education, law and social, community and government services","Total - Gender","","0","units","0","","3.1.1.1.268.1","10970","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","4 Occupations in education, law and social, community and government services","Men+","","0","units","0","","3.1.1.1.268.2","3245","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","4 Occupations in education, law and social, community and government services","Women+","","0","units","0","","3.1.1.1.268.3","7725","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","5 Occupations in art, culture, recreation and sport","Total - Gender","","0","units","0","","3.1.1.1.358.1","2270","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","5 Occupations in art, culture, recreation and sport","Men+","","0","units","0","","3.1.1.1.358.2","1040","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","5 Occupations in art, culture, recreation and sport","Women+","","0","units","0","","3.1.1.1.358.3","1225","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","6 Sales and service occupations","Total - Gender","","0","units","0","","3.1.1.1.422.1","22405","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","6 Sales and service occupations","Men+","","0","units","0","","3.1.1.1.422.2","9080","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","6 Sales and service occupations","Women+","","0","units","0","","3.1.1.1.422.3","13325","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","7 Trades, transport and equipment operators and related occupations","Total - Gender","","0","units","0","","3.1.1.1.527.1","15570","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","7 Trades, transport and equipment operators and related occupations","Men+","","0","units","0","","3.1.1.1.527.2","14380","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","7 Trades, transport and equipment operators and related occupations","Women+","","0","units","0","","3.1.1.1.527.3","1185","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","8 Natural resources, agriculture and related production occupations","Total - Gender","","0","units","0","","3.1.1.1.671.1","7685","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","8 Natural resources, agriculture and related production occupations","Men+","","0","units","0","","3.1.1.1.671.2","6040","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","8 Natural resources, agriculture and related production occupations","Women+","","0","units","0","","3.1.1.1.671.3","1645","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","9 Occupations in manufacturing and utilities","Total - Gender","","0","units","0","","3.1.1.1.725.1","4670","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","9 Occupations in manufacturing and utilities","Men+","","0","units","0","","3.1.1.1.725.2","3045","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","9 Occupations in manufacturing and utilities","Women+","","0","units","0","","3.1.1.1.725.3","1620","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","All occupations","Total - Gender","","0","units","0","","4.1.1.1.3.1","530410","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","All occupations","Men+","","0","units","0","","4.1.1.1.3.2","270085","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","All occupations","Women+","","0","units","0","","4.1.1.1.3.3","260325","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","0 Legislative and senior management occupations","Total - Gender","","0","units","0","","4.1.1.1.4.1","5380","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","0 Legislative and senior management occupations","Men+","","0","units","0","","4.1.1.1.4.2","3330","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","0 Legislative and senior management occupations","Women+","","0","units","0","","4.1.1.1.4.3","2045","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","1 Business, finance and administration occupations","Total - Gender","","0","units","0","","4.1.1.1.10.1","79305","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","1 Business, finance and administration occupations","Men+","","0","units","0","","4.1.1.1.10.2","23020","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","1 Business, finance and administration occupations","Women+","","0","units","0","","4.1.1.1.10.3","56290","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","2 Natural and applied sciences and related occupations","Total - Gender","","0","units","0","","4.1.1.1.105.1","34275","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","2 Natural and applied sciences and related occupations","Men+","","0","units","0","","4.1.1.1.105.2","26140","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","2 Natural and applied sciences and related occupations","Women+","","0","units","0","","4.1.1.1.105.3","8130","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","3 Health occupations","Total - Gender","","0","units","0","","4.1.1.1.202.1","48825","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","3 Health occupations","Men+","","0","units","0","","4.1.1.1.202.2","8345","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Highest certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","3 Health occupations","Women+","","0","units","0","","4.1.1.1.202.3","40480","","","","0"
