"REF_DATE","GEO","DGUID","Age (2)","Highest certificate, diploma or degree (16)","Major field of study - Classification of Instructional Programs (CIP) 2021 (500)","Occupation - Unit group - National Occupational Classification (NOC) 2021 (821A)","Gender (3)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","High (secondary) school diploma or equivalency certificate","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","5 Occupations in art, culture, recreation and sport","Total - Gender","","0","units","0","","2.1.3.1.358.1","1595","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","High (secondary) school diploma or equivalency certificate","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","6 Sales and service occupations","Total - Gender","","0","units","0","","2.1.3.1.422.1","29520","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","High (secondary) school diploma or equivalency certificate","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","7 Trades, transport and equipment operators and related occupations","Total - Gender","","0","units","0","","2.1.3.1.527.1","13970","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","High (secondary) school diploma or equivalency certificate","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","8 Natural resources, agriculture and related production occupations","Total - Gender","","0","units","0","","2.1.3.1.671.1","4710","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","High (secondary) school diploma or equivalency certificate","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","9 Occupations in manufacturing and utilities","Total - Gender","","0","units","0","","2.1.3.1.725.1","4050","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","College, CEGEP or other non-university certificate or diploma","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","All occupations","Total - Gender","","0","units","0","","2.1.9.1.3.1","73670","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","College, CEGEP or other non-university certificate or diploma","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","0 Legislative and senior management occupations","Total - Gender","","0","units","0","","2.1.9.1.4.1","565","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","College, CEGEP or other non-university certificate or diploma","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","1 Business, finance and administration occupations","Total - Gender","","0","units","0","","2.1.9.1.10.1","15475","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","College, CEGEP or other non-university certificate or diploma","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","2 Natural and applied sciences and related occupations","Total - Gender","","0","units","0","","2.1.9.1.105.1","6115","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","College, CEGEP or other non-university certificate or diploma","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","3 Health occupations","Total - Gender","","0","units","0","","2.1.9.1.202.1","8705","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","College, CEGEP or other non-university certificate or diploma","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","4 Occupations in education, law and social, community and government services","Total - Gender","","0","units","0","","2.1.9.1.268.1","7090","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","College, CEGEP or other non-university certificate or diploma","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","5 Occupations in art, culture, recreation and sport","Total - Gender","","0","units","0","","2.1.9.1.358.1","1300","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","College, CEGEP or other non-university certificate or diploma","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","6 Sales and service occupations","Total - Gender","","0","units","0","","2.1.9.1.422.1","15095","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","College, CEGEP or other non-university certificate or diploma","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","7 Trades, transport and equipment operators and related occupations","Total - Gender","","0","units","0","","2.1.9.1.527.1","14310","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","College, CEGEP or other non-university certificate or diploma","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","8 Natural resources, agriculture and related production occupations","Total - Gender","","0","units","0","","2.1.9.1.671.1","2590","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","College, CEGEP or other non-university certificate or diploma","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","9 Occupations in manufacturing and utilities","Total - Gender","","0","units","0","","2.1.9.1.725.1","2435","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Bachelor's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","All occupations","Total - Gender","","0","units","0","","2.1.12.1.3.1","37450","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Bachelor's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","0 Legislative and senior management occupations","Total - Gender","","0","units","0","","2.1.12.1.4.1","655","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Bachelor's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","1 Business, finance and administration occupations","Total - Gender","","0","units","0","","2.1.12.1.10.1","7250","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Bachelor's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","2 Natural and applied sciences and related occupations","Total - Gender","","0","units","0","","2.1.12.1.105.1","5015","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Bachelor's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","3 Health occupations","Total - Gender","","0","units","0","","2.1.12.1.202.1","5845","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Bachelor's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","4 Occupations in education, law and social, community and government services","Total - Gender","","0","units","0","","2.1.12.1.268.1","9545","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Bachelor's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","5 Occupations in art, culture, recreation and sport","Total - Gender","","0","units","0","","2.1.12.1.358.1","1470","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Bachelor's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","6 Sales and service occupations","Total - Gender","","0","units","0","","2.1.12.1.422.1","5405","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Bachelor's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","7 Trades, transport and equipment operators and related occupations","Total - Gender","","0","units","0","","2.1.12.1.527.1","1450","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Bachelor's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","8 Natural resources, agriculture and related production occupations","Total - Gender","","0","units","0","","2.1.12.1.671.1","455","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Bachelor's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","9 Occupations in manufacturing and utilities","Total - Gender","","0","units","0","","2.1.12.1.725.1","360","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Master's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","All occupations","Total - Gender","","0","units","0","","2.1.15.1.3.1","13430","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Master's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","0 Legislative and senior management occupations","Total - Gender","","0","units","0","","2.1.15.1.4.1","390","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Master's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","1 Business, finance and administration occupations","Total - Gender","","0","units","0","","2.1.15.1.10.1","1440","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Master's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","2 Natural and applied sciences and related occupations","Total - Gender","","0","units","0","","2.1.15.1.105.1","1365","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Master's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","3 Health occupations","Total - Gender","","0","units","0","","2.1.15.1.202.1","1505","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Master's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","4 Occupations in education, law and social, community and government services","Total - Gender","","0","units","0","","2.1.15.1.268.1","6990","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Master's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","5 Occupations in art, culture, recreation and sport","Total - Gender","","0","units","0","","2.1.15.1.358.1","485","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Master's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","6 Sales and service occupations","Total - Gender","","0","units","0","","2.1.15.1.422.1","935","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Master's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","7 Trades, transport and equipment operators and related occupations","Total - Gender","","0","units","0","","2.1.15.1.527.1","215","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Master's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","8 Natural resources, agriculture and related production occupations","Total - Gender","","0","units","0","","2.1.15.1.671.1","70","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Master's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","9 Occupations in manufacturing and utilities","Total - Gender","","0","units","0","","2.1.15.1.725.1","35","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Earned doctorate","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","All occupations","Total - Gender","","0","units","0","","2.1.16.1.3.1","2070","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Earned doctorate","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","0 Legislative and senior management occupations","Total - Gender","","0","units","0","","2.1.16.1.4.1","45","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Earned doctorate","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","1 Business, finance and administration occupations","Total - Gender","","0","units","0","","2.1.16.1.10.1","80","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Earned doctorate","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","2 Natural and applied sciences and related occupations","Total - Gender","","0","units","0","","2.1.16.1.105.1","330","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Earned doctorate","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","3 Health occupations","Total - Gender","","0","units","0","","2.1.16.1.202.1","185","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Earned doctorate","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","4 Occupations in education, law and social, community and government services","Total - Gender","","0","units","0","","2.1.16.1.268.1","1295","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Earned doctorate","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","5 Occupations in art, culture, recreation and sport","Total - Gender","","0","units","0","","2.1.16.1.358.1","65","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Earned doctorate","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","6 Sales and service occupations","Total - Gender","","0","units","0","","2.1.16.1.422.1","35","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Earned doctorate","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","7 Trades, transport and equipment operators and related occupations","Total - Gender","","0","units","0","","2.1.16.1.527.1","20","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Earned doctorate","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","8 Natural resources, agriculture and related production occupations","Total - Gender","","0","units","0","","2.1.16.1.671.1","20","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","No certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","All occupations","Total - Gender","","0","units","0","","3.1.2.1.3.1","10005","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","No certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","0 Legislative and senior management occupations","Total - Gender","","0","units","0","","3.1.2.1.4.1","20","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","No certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","1 Business, finance and administration occupations","Total - Gender","","0","units","0","","3.1.2.1.10.1","325","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","No certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","2 Natural and applied sciences and related occupations","Total - Gender","","0","units","0","","3.1.2.1.105.1","50","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","No certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","3 Health occupations","Total - Gender","","0","units","0","","3.1.2.1.202.1","105","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","No certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","4 Occupations in education, law and social, community and government services","Total - Gender","","0","units","0","","3.1.2.1.268.1","230","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","No certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","5 Occupations in art, culture, recreation and sport","Total - Gender","","0","units","0","","3.1.2.1.358.1","210","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","No certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","6 Sales and service occupations","Total - Gender","","0","units","0","","3.1.2.1.422.1","3450","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","No certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","7 Trades, transport and equipment operators and related occupations","Total - Gender","","0","units","0","","3.1.2.1.527.1","2545","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","No certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","8 Natural resources, agriculture and related production occupations","Total - Gender","","0","units","0","","3.1.2.1.671.1","2215","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","No certificate, diploma or degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","9 Occupations in manufacturing and utilities","Total - Gender","","0","units","0","","3.1.2.1.725.1","840","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","High (secondary) school diploma or equivalency certificate","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","All occupations","Total - Gender","","0","units","0","","3.1.3.1.3.1","25660","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","High (secondary) school diploma or equivalency certificate","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","0 Legislative and senior management occupations","Total - Gender","","0","units","0","","3.1.3.1.4.1","110","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","High (secondary) school diploma or equivalency certificate","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","1 Business, finance and administration occupations","Total - Gender","","0","units","0","","3.1.3.1.10.1","2785","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","High (secondary) school diploma or equivalency certificate","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","2 Natural and applied sciences and related occupations","Total - Gender","","0","units","0","","3.1.3.1.105.1","640","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","High (secondary) school diploma or equivalency certificate","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","3 Health occupations","Total - Gender","","0","units","0","","3.1.3.1.202.1","775","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","High (secondary) school diploma or equivalency certificate","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","4 Occupations in education, law and social, community and government services","Total - Gender","","0","units","0","","3.1.3.1.268.1","1365","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","High (secondary) school diploma or equivalency certificate","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","5 Occupations in art, culture, recreation and sport","Total - Gender","","0","units","0","","3.1.3.1.358.1","535","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","High (secondary) school diploma or equivalency certificate","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","6 Sales and service occupations","Total - Gender","","0","units","0","","3.1.3.1.422.1","9025","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","High (secondary) school diploma or equivalency certificate","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","7 Trades, transport and equipment operators and related occupations","Total - Gender","","0","units","0","","3.1.3.1.527.1","5380","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","High (secondary) school diploma or equivalency certificate","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","8 Natural resources, agriculture and related production occupations","Total - Gender","","0","units","0","","3.1.3.1.671.1","3040","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","High (secondary) school diploma or equivalency certificate","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","9 Occupations in manufacturing and utilities","Total - Gender","","0","units","0","","3.1.3.1.725.1","2005","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","College, CEGEP or other non-university certificate or diploma","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","All occupations","Total - Gender","","0","units","0","","3.1.9.1.3.1","24085","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","College, CEGEP or other non-university certificate or diploma","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","0 Legislative and senior management occupations","Total - Gender","","0","units","0","","3.1.9.1.4.1","185","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","College, CEGEP or other non-university certificate or diploma","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","1 Business, finance and administration occupations","Total - Gender","","0","units","0","","3.1.9.1.10.1","5115","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","College, CEGEP or other non-university certificate or diploma","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","2 Natural and applied sciences and related occupations","Total - Gender","","0","units","0","","3.1.9.1.105.1","1815","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","College, CEGEP or other non-university certificate or diploma","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","3 Health occupations","Total - Gender","","0","units","0","","3.1.9.1.202.1","2685","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","College, CEGEP or other non-university certificate or diploma","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","4 Occupations in education, law and social, community and government services","Total - Gender","","0","units","0","","3.1.9.1.268.1","2755","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","College, CEGEP or other non-university certificate or diploma","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","5 Occupations in art, culture, recreation and sport","Total - Gender","","0","units","0","","3.1.9.1.358.1","535","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","College, CEGEP or other non-university certificate or diploma","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","6 Sales and service occupations","Total - Gender","","0","units","0","","3.1.9.1.422.1","5195","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","College, CEGEP or other non-university certificate or diploma","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","7 Trades, transport and equipment operators and related occupations","Total - Gender","","0","units","0","","3.1.9.1.527.1","3715","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","College, CEGEP or other non-university certificate or diploma","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","8 Natural resources, agriculture and related production occupations","Total - Gender","","0","units","0","","3.1.9.1.671.1","1205","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","College, CEGEP or other non-university certificate or diploma","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","9 Occupations in manufacturing and utilities","Total - Gender","","0","units","0","","3.1.9.1.725.1","880","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Bachelor's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","All occupations","Total - Gender","","0","units","0","","3.1.12.1.3.1","15415","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Bachelor's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","0 Legislative and senior management occupations","Total - Gender","","0","units","0","","3.1.12.1.4.1","305","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Bachelor's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","1 Business, finance and administration occupations","Total - Gender","","0","units","0","","3.1.12.1.10.1","3460","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Bachelor's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","2 Natural and applied sciences and related occupations","Total - Gender","","0","units","0","","3.1.12.1.105.1","1625","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Bachelor's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","3 Health occupations","Total - Gender","","0","units","0","","3.1.12.1.202.1","2080","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Bachelor's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","4 Occupations in education, law and social, community and government services","Total - Gender","","0","units","0","","3.1.12.1.268.1","3405","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Bachelor's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","5 Occupations in art, culture, recreation and sport","Total - Gender","","0","units","0","","3.1.12.1.358.1","650","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Bachelor's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","6 Sales and service occupations","Total - Gender","","0","units","0","","3.1.12.1.422.1","2380","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Bachelor's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","7 Trades, transport and equipment operators and related occupations","Total - Gender","","0","units","0","","3.1.12.1.527.1","605","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Bachelor's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","8 Natural resources, agriculture and related production occupations","Total - Gender","","0","units","0","","3.1.12.1.671.1","425","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Bachelor's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","9 Occupations in manufacturing and utilities","Total - Gender","","0","units","0","","3.1.12.1.725.1","485","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Master's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","All occupations","Total - Gender","","0","units","0","","3.1.15.1.3.1","4785","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Master's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","0 Legislative and senior management occupations","Total - Gender","","0","units","0","","3.1.15.1.4.1","145","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Master's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","1 Business, finance and administration occupations","Total - Gender","","0","units","0","","3.1.15.1.10.1","575","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Master's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","2 Natural and applied sciences and related occupations","Total - Gender","","0","units","0","","3.1.15.1.105.1","535","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Master's degree","Total - Major field of study - Classification of Instructional Programs (CIP) 2021","3 Health occupations","Total - Gender","","0","units","0","","3.1.15.1.202.1","495","","","","0"
